Year,City,Vehicle Type,Converted,Diesel,Electric,Flexible,Gasoline,Hybrid,Natural Gas,Other,Plug In Hybrid,Propane,TOTAL
2019,ALPINE,Motorcycle - Standard,0,0,0,0,371,0,0,0,0,0,371
2019,ALPINE,Passenger - Low Speed,0,0,2,0,0,0,0,0,0,0,2
2019,ALPINE,Passenger - Standard,1,51,41,149,4156,158,6,0,21,0,4583
2019,ALPINE,Light Truck,1,414,17,457,2999,49,1,0,6,0,3944
2019,ALPINE,Heavy Truck,0,70,0,1,26,0,0,0,0,0,97
2019,ALTA,Motorcycle - Standard,0,0,0,0,10,0,0,0,0,0,10
2019,ALTA,Passenger - Standard,0,1,1,9,93,1,0,0,0,0,105
2019,ALTA,Light Truck,0,12,0,23,108,1,0,0,0,0,144
2019,ALTA,Heavy Truck,0,2,0,0,0,0,0,0,0,0,2
2019,ALTAMONT,Motorcycle - Standard,0,0,0,0,22,0,0,0,0,0,22
2019,ALTAMONT,Passenger - Standard,0,5,0,25,248,0,0,0,0,0,278
2019,ALTAMONT,Light Truck,0,171,0,83,398,0,0,0,0,0,652
2019,ALTAMONT,Heavy Truck,0,119,0,2,3,0,0,0,0,0,124
2019,ALTON,Motorcycle - Standard,0,0,0,0,5,0,0,0,0,0,5
2019,ALTON,Passenger - Standard,0,4,0,3,63,1,0,0,0,0,71
2019,ALTON,Light Truck,0,65,0,12,88,0,0,0,0,0,165
2019,ALTON,Heavy Truck,0,18,0,0,3,0,0,0,0,0,21
2019,ALTONAH,Motorcycle - Standard,0,0,0,0,8,0,0,0,0,0,8
2019,ALTONAH,Passenger - Standard,0,1,0,4,62,1,0,0,0,0,68
2019,ALTONAH,Light Truck,0,64,0,20,97,0,0,0,0,0,181
2019,ALTONAH,Heavy Truck,0,18,0,0,1,0,0,0,0,0,19
2019,AMALGA,Motorcycle - Standard,0,0,0,0,19,0,0,0,0,0,19
2019,AMALGA,Passenger - Standard,1,0,0,7,174,1,0,0,0,0,183
2019,AMALGA,Light Truck,0,53,0,19,152,0,0,0,0,0,224
2019,AMALGA,Heavy Truck,0,23,0,0,4,0,0,0,0,0,27
2019,AMERICAN FORK,Motorcycle - Standard,0,0,2,0,662,0,0,0,0,0,664
2019,AMERICAN FORK,Passenger - Low Speed,0,0,1,0,0,0,0,0,0,0,1
2019,AMERICAN FORK,Passenger - Standard,11,74,40,561,11639,289,18,0,35,0,12667
2019,AMERICAN FORK,Light Truck,13,1094,3,1133,7176,49,5,1,2,0,9476
2019,AMERICAN FORK,Heavy Truck,0,970,0,8,113,0,0,0,0,7,1098
2019,ANETH,Motorcycle - Standard,0,0,0,0,12,0,0,0,0,0,12
2019,ANETH,Passenger - Standard,0,0,0,14,191,3,0,0,1,0,209
2019,ANETH,Light Truck,0,36,0,89,269,0,0,0,0,0,394
2019,ANETH,Heavy Truck,0,4,0,0,0,0,0,0,0,0,4
2019,ANNABELLA,Motorcycle - Standard,0,0,0,0,20,0,0,0,0,0,20
2019,ANNABELLA,Passenger - Standard,1,3,0,26,411,3,0,0,0,0,444
2019,ANNABELLA,Light Truck,1,137,0,54,420,0,0,0,0,0,612
2019,ANNABELLA,Heavy Truck,0,18,0,0,5,0,0,0,0,0,23
2019,ANTIMONY,Motorcycle - Standard,0,0,0,0,8,0,0,0,0,0,8
2019,ANTIMONY,Passenger - Standard,0,1,0,7,77,1,0,0,0,0,86
2019,ANTIMONY,Light Truck,0,52,0,15,92,0,0,0,0,0,159
2019,ANTIMONY,Heavy Truck,0,8,0,0,0,0,0,0,0,0,8
2019,APPLE VALLEY,Motorcycle - Standard,0,0,0,0,38,0,0,0,0,0,38
2019,APPLE VALLEY,Passenger - Standard,1,5,0,10,305,12,1,0,0,0,334
2019,APPLE VALLEY,Light Truck,0,118,0,35,309,1,0,0,0,0,463
2019,APPLE VALLEY,Heavy Truck,0,17,0,0,7,0,0,0,0,0,24
2019,AURORA,Motorcycle - Standard,0,0,0,0,33,0,0,0,0,0,33
2019,AURORA,Passenger - Standard,2,3,0,30,451,9,0,0,0,0,495
2019,AURORA,Light Truck,2,247,0,68,485,2,0,0,0,0,804
2019,AURORA,Heavy Truck,0,165,0,0,3,0,0,0,0,0,168
2019,AXTELL,Motorcycle - Standard,0,0,0,0,2,0,0,0,0,0,2
2019,AXTELL,Passenger - Standard,0,0,0,9,134,2,0,0,0,0,145
2019,AXTELL,Light Truck,0,78,0,11,116,0,0,0,0,0,205
2019,AXTELL,Heavy Truck,0,10,0,0,3,0,0,0,0,0,13
2019,BALLARD,Motorcycle - Standard,0,0,0,0,23,0,0,0,0,0,23
2019,BALLARD,Passenger - Standard,0,2,0,21,292,3,0,0,0,0,318
2019,BALLARD,Light Truck,0,144,0,67,391,0,0,0,0,0,602
2019,BALLARD,Heavy Truck,0,102,0,0,3,0,0,0,0,0,105
2019,BEAR RIVER CITY,Motorcycle - Standard,0,0,0,0,35,0,0,0,0,0,35
2019,BEAR RIVER CITY,Passenger - Standard,0,6,1,26,384,4,4,0,1,0,426
2019,BEAR RIVER CITY,Light Truck,3,156,0,56,336,0,0,0,0,0,551
2019,BEAR RIVER CITY,Heavy Truck,0,49,0,0,7,0,0,0,0,0,56
2019,BEAVER,Motorcycle - Standard,0,0,0,0,96,0,0,0,0,0,96
2019,BEAVER,Passenger - Standard,1,13,0,89,1593,33,1,0,0,0,1730
2019,BEAVER,Light Truck,3,546,0,218,1912,4,1,0,0,0,2684
2019,BEAVER,Heavy Truck,0,200,0,1,34,0,1,0,0,0,236
2019,BENJAMIN,Motorcycle - Standard,0,0,0,0,11,0,0,0,0,0,11
2019,BENJAMIN,Passenger - Standard,1,1,0,6,163,2,1,0,0,0,174
2019,BENJAMIN,Light Truck,1,95,0,21,126,0,0,0,0,0,243
2019,BENJAMIN,Heavy Truck,0,14,0,0,2,0,0,0,0,1,17
2019,BENSON,Motorcycle - Standard,0,0,0,0,13,0,0,0,0,0,13
2019,BENSON,Passenger - Standard,0,4,0,11,237,3,0,0,0,0,255
2019,BENSON,Light Truck,0,83,0,28,189,2,0,0,0,0,302
2019,BENSON,Heavy Truck,0,42,0,0,6,0,0,0,0,0,48
2019,BERYL,Motorcycle - Standard,0,0,0,0,14,0,0,0,0,0,14
2019,BERYL,Passenger - Standard,1,2,0,14,292,7,0,0,0,0,316
2019,BERYL,Light Truck,0,125,0,54,341,1,0,0,0,0,521
2019,BERYL,Heavy Truck,0,109,0,2,3,0,0,0,0,0,114
2019,BICKNELL,Motorcycle - Standard,0,0,0,0,11,0,0,0,0,0,11
2019,BICKNELL,Passenger - Standard,1,3,0,21,207,3,0,0,0,0,235
2019,BICKNELL,Light Truck,0,87,0,20,202,3,0,0,0,0,312
2019,BICKNELL,Heavy Truck,0,50,0,0,3,0,0,0,0,1,54
2019,BIG WATER,Motorcycle - Standard,0,0,0,0,10,0,0,0,0,0,10
2019,BIG WATER,Passenger - Standard,0,2,0,8,116,2,0,0,0,0,128
2019,BIG WATER,Light Truck,0,39,0,21,128,0,0,0,1,0,189
2019,BIG WATER,Heavy Truck,0,7,0,0,1,0,0,0,0,0,8
2019,BINGHAM CANYON,Motorcycle - Standard,0,0,0,0,9,0,0,0,0,0,9
2019,BINGHAM CANYON,Passenger - Standard,0,0,0,8,88,1,1,0,1,0,99
2019,BINGHAM CANYON,Light Truck,0,9,0,76,108,1,0,0,0,0,194
2019,BINGHAM CANYON,Heavy Truck,0,24,0,0,2,0,0,0,0,0,26
2019,BLANDING,Motorcycle - Standard,0,0,0,0,98,0,0,0,0,0,98
2019,BLANDING,Passenger - Standard,3,13,1,103,1346,24,2,0,0,0,1492
2019,BLANDING,Light Truck,0,340,0,216,1380,1,0,0,0,0,1937
2019,BLANDING,Heavy Truck,0,165,0,0,14,0,0,0,0,0,179
2019,BLUEBELL,Motorcycle - Standard,0,0,0,0,22,0,0,0,0,0,22
2019,BLUEBELL,Passenger - Standard,0,2,0,22,198,1,0,0,0,0,223
2019,BLUEBELL,Light Truck,0,145,0,30,253,0,1,0,0,0,429
2019,BLUEBELL,Heavy Truck,0,32,0,0,1,0,0,0,0,0,33
2019,BLUFF,Motorcycle - Standard,0,0,0,0,10,0,0,0,0,0,10
2019,BLUFF,Passenger - Standard,0,2,0,17,195,7,0,0,0,0,221
2019,BLUFF,Light Truck,0,47,0,48,283,2,0,0,0,0,380
2019,BLUFF,Heavy Truck,0,4,0,0,2,0,0,0,0,0,6
2019,BLUFFDALE,Motorcycle - Standard,0,0,0,0,307,0,0,0,0,0,307
2019,BLUFFDALE,Passenger - Low Speed,0,0,1,0,0,0,0,0,0,0,1
2019,BLUFFDALE,Passenger - Standard,3,35,28,184,4011,99,9,0,20,0,4389
2019,BLUFFDALE,Light Truck,6,956,2,559,3307,30,5,0,1,1,4867
2019,BLUFFDALE,Heavy Truck,0,311,0,0,65,0,0,0,0,0,376
2019,BOULDER,Motorcycle - Standard,0,0,0,0,9,0,0,0,0,0,9
2019,BOULDER,Passenger - Standard,0,3,1,5,128,3,0,0,0,0,140
2019,BOULDER,Light Truck,0,41,0,22,194,0,0,0,0,0,257
2019,BOULDER,Heavy Truck,0,5,0,0,0,0,0,0,0,0,5
2019,BOUNTIFUL,Motorcycle - Standard,0,0,0,1,1285,0,0,0,0,0,1286
2019,BOUNTIFUL,Passenger - Standard,19,88,84,712,18657,500,46,0,65,1,20172
2019,BOUNTIFUL,Light Truck,13,958,7,1491,11416,142,8,0,8,0,14043
2019,BOUNTIFUL,Heavy Truck,1,197,0,2,124,0,0,0,0,0,324
2019,BRIAN HEAD,Motorcycle - Standard,0,0,0,0,19,0,0,0,0,0,19
2019,BRIAN HEAD,Passenger - Standard,0,4,0,5,78,5,0,0,0,0,92
2019,BRIAN HEAD,Light Truck,0,41,0,14,146,0,0,0,0,0,201
2019,BRIAN HEAD,Heavy Truck,0,9,0,0,1,0,0,0,0,0,10
2019,BRIGHAM CITY,Motorcycle - Standard,0,0,1,0,652,0,0,0,0,0,653
2019,BRIGHAM CITY,Passenger - Standard,28,74,7,533,10100,170,26,0,29,0,10967
2019,BRIGHAM CITY,Light Truck,9,1305,0,984,6136,30,6,0,1,0,8471
2019,BRIGHAM CITY,Heavy Truck,0,758,0,20,170,0,1,0,0,0,949
2019,BRIGHTON,Motorcycle - Standard,0,0,0,0,29,0,0,0,0,0,29
2019,BRIGHTON,Passenger - Standard,0,1,1,5,124,2,1,0,0,0,134
2019,BRIGHTON,Light Truck,0,20,1,22,169,2,0,0,0,0,214
2019,BRIGHTON,Heavy Truck,0,2,0,1,2,0,0,0,0,0,5
2019,BROOKSIDE,Motorcycle - Standard,0,0,0,0,21,0,0,0,0,0,21
2019,BROOKSIDE,Passenger - Standard,0,4,0,4,124,5,0,0,0,0,137
2019,BROOKSIDE,Light Truck,0,46,0,16,125,0,0,0,0,0,187
2019,BROOKSIDE,Heavy Truck,0,15,0,0,6,0,0,0,0,0,21
2019,BRYCE CANYON,Motorcycle - Standard,0,0,0,0,3,0,0,0,0,0,3
2019,BRYCE CANYON,Passenger - Standard,0,0,0,1,56,5,0,0,0,0,62
2019,BRYCE CANYON,Light Truck,0,15,0,9,59,0,0,0,0,0,83
2019,BRYCE CANYON,Heavy Truck,0,2,0,0,0,0,0,0,0,0,2
2019,CANNONVILLE,Motorcycle - Standard,0,0,0,0,1,0,0,0,0,0,1
2019,CANNONVILLE,Passenger - Standard,0,1,0,7,63,0,0,0,0,0,71
2019,CANNONVILLE,Light Truck,0,40,0,8,81,0,0,0,0,0,129
2019,CANNONVILLE,Heavy Truck,0,18,0,0,1,0,0,0,0,0,19
2019,CASTLE DALE,Motorcycle - Standard,0,0,0,0,32,0,0,0,0,0,32
2019,CASTLE DALE,Passenger - Standard,2,5,0,46,666,9,0,0,1,0,729
2019,CASTLE DALE,Light Truck,2,243,0,91,687,3,0,0,0,0,1026
2019,CASTLE DALE,Heavy Truck,0,88,0,0,9,0,0,0,0,0,97
2019,CASTLE VALLEY,Motorcycle - Standard,0,0,0,0,26,0,0,0,0,0,26
2019,CASTLE VALLEY,Passenger - Standard,0,3,1,2,152,5,0,0,0,0,163
2019,CASTLE VALLEY,Light Truck,0,42,0,28,234,1,0,0,0,0,305
2019,CASTLE VALLEY,Heavy Truck,0,9,0,0,3,0,0,0,0,0,12
2019,CEDAR CITY,Passenger - Standard,0,0,0,0,6,0,0,0,0,0,6
2019,CEDAR CITY,Light Truck,0,2,0,0,7,0,0,0,0,0,9
2019,CEDAR FORT,Passenger - Standard,0,0,0,0,1,0,0,0,0,0,1
2019,CEDAR FORT,Light Truck,0,1,0,0,1,0,0,0,0,0,2
2019,CEDAR HILLS,Motorcycle - Standard,0,0,0,0,240,0,0,0,0,0,240
2019,CEDAR HILLS,Passenger - Standard,3,31,29,137,3673,125,4,0,9,0,4011
2019,CEDAR HILLS,Light Truck,1,216,1,352,2246,38,0,0,1,0,2855
2019,CEDAR HILLS,Heavy Truck,0,47,0,1,11,0,0,0,0,0,59
2019,CEDAR VALLEY,Motorcycle - Standard,0,0,0,0,17,0,0,0,0,0,17
2019,CEDAR VALLEY,Passenger - Standard,0,1,0,10,172,3,0,0,1,0,187
2019,CEDAR VALLEY,Light Truck,1,91,0,31,125,0,0,0,0,0,248
2019,CEDAR VALLEY,Heavy Truck,0,11,0,0,1,0,0,0,0,0,12
2019,CENTERFIELD,Motorcycle - Standard,0,0,0,0,32,0,0,0,0,0,32
2019,CENTERFIELD,Passenger - Standard,1,5,0,35,588,8,1,0,0,0,638
2019,CENTERFIELD,Light Truck,1,168,0,63,555,2,0,0,0,0,789
2019,CENTERFIELD,Heavy Truck,0,76,0,0,5,0,0,0,0,0,81
2019,CENTERVILLE,Motorcycle - Standard,0,0,0,0,463,0,0,1,0,0,464
2019,CENTERVILLE,Passenger - Standard,5,46,27,290,7247,203,13,1,23,0,7855
2019,CENTERVILLE,Light Truck,7,478,0,768,4499,53,3,0,2,0,5810
2019,CENTERVILLE,Heavy Truck,0,210,0,4,49,0,0,0,0,0,263
2019,CENTRAL,Motorcycle - Standard,0,0,0,0,34,0,0,0,0,0,34
2019,CENTRAL,Passenger - Standard,1,6,0,5,301,14,1,0,0,0,328
2019,CENTRAL,Light Truck,0,75,0,27,311,1,0,0,0,0,414
2019,CENTRAL,Heavy Truck,0,9,0,0,7,0,0,0,0,0,16
2019,CENTRAL VALLEY,Motorcycle - Standard,0,0,0,0,28,0,0,0,0,0,28
2019,CENTRAL VALLEY,Passenger - Standard,0,0,0,20,285,6,1,0,0,0,312
2019,CENTRAL VALLEY,Light Truck,1,137,0,40,309,0,0,0,0,0,487
2019,CENTRAL VALLEY,Heavy Truck,0,21,0,0,4,0,0,0,0,0,25
2019,CHESTER,Motorcycle - Standard,0,0,0,0,5,0,0,0,0,0,5
2019,CHESTER,Passenger - Standard,2,1,0,11,165,1,0,0,0,0,180
2019,CHESTER,Light Truck,1,37,0,16,128,0,0,0,0,0,182
2019,CHESTER,Heavy Truck,0,11,0,0,1,0,0,0,0,0,12
2019,CIRCLEVILLE,Motorcycle - Standard,0,0,0,0,7,0,0,0,0,0,7
2019,CIRCLEVILLE,Passenger - Standard,2,6,0,9,238,2,4,0,0,0,261
2019,CIRCLEVILLE,Light Truck,0,79,0,17,242,1,1,0,0,0,340
2019,CIRCLEVILLE,Heavy Truck,0,24,0,0,1,0,0,0,0,0,25
2019,CLARKSTON,Motorcycle - Standard,0,0,0,0,29,0,0,0,0,0,29
2019,CLARKSTON,Passenger - Standard,1,6,0,12,324,7,1,0,0,0,351
2019,CLARKSTON,Light Truck,0,103,0,34,228,2,0,0,0,0,367
2019,CLARKSTON,Heavy Truck,0,34,0,0,13,0,0,0,0,0,47
2019,CLAWSON,Motorcycle - Standard,0,0,0,0,8,0,0,0,0,0,8
2019,CLAWSON,Passenger - Standard,1,1,0,5,85,2,0,0,0,0,94
2019,CLAWSON,Light Truck,0,37,0,7,61,0,0,0,0,0,105
2019,CLEARFIELD,Motorcycle - Standard,0,0,1,0,678,0,0,0,0,0,679
2019,CLEARFIELD,Passenger - Standard,17,51,26,570,11319,223,16,0,17,0,12239
2019,CLEARFIELD,Light Truck,10,653,0,1043,6242,36,3,1,3,0,7991
2019,CLEARFIELD,Heavy Truck,1,352,0,6,81,0,0,0,0,0,440
2019,CLEVELAND,Motorcycle - Standard,0,0,0,0,20,0,0,0,0,0,20
2019,CLEVELAND,Passenger - Standard,0,7,0,30,337,5,0,0,0,0,379
2019,CLEVELAND,Light Truck,1,176,0,65,316,0,0,0,0,0,558
2019,CLEVELAND,Heavy Truck,0,50,0,0,4,0,0,0,0,0,54
2019,CLINTON,Motorcycle - Standard,0,0,1,0,545,0,0,0,0,0,546
2019,CLINTON,Passenger - Standard,9,41,18,407,8097,112,9,0,19,0,8712
2019,CLINTON,Light Truck,8,765,0,800,4843,35,0,0,1,0,6452
2019,CLINTON,Heavy Truck,0,84,0,0,59,0,0,0,0,0,143
2019,COALVILLE,Motorcycle - Standard,0,0,0,0,116,0,0,0,0,0,116
2019,COALVILLE,Passenger - Standard,1,21,1,86,1559,19,5,0,5,0,1697
2019,COALVILLE,Light Truck,4,499,0,227,1501,30,2,0,0,0,2263
2019,COALVILLE,Heavy Truck,0,222,0,2,21,0,0,0,0,0,245
2019,COLLINSTON,Motorcycle - Standard,0,0,0,0,5,0,0,0,0,0,5
2019,COLLINSTON,Passenger - Standard,1,2,0,5,165,3,1,0,1,0,178
2019,COLLINSTON,Light Truck,1,64,0,12,116,0,0,0,0,0,193
2019,COLLINSTON,Heavy Truck,0,50,0,0,4,0,0,0,0,0,54
2019,COPPERTON,Motorcycle - Standard,0,0,0,0,23,0,0,0,0,0,23
2019,COPPERTON,Passenger - Standard,0,4,0,12,255,2,3,0,0,0,276
2019,COPPERTON,Light Truck,1,26,0,18,180,1,0,0,0,0,226
2019,COPPERTON,Heavy Truck,0,5,0,3,4,0,0,0,0,0,12
2019,CORINNE,Motorcycle - Standard,0,0,0,0,48,0,0,0,0,0,48
2019,CORINNE,Passenger - Standard,2,9,0,44,824,10,1,0,0,0,890
2019,CORINNE,Light Truck,1,273,0,118,790,1,0,0,0,0,1183
2019,CORINNE,Heavy Truck,0,188,0,0,25,0,1,0,0,0,214
2019,CORNISH,Motorcycle - Standard,0,0,0,0,2,0,0,0,0,0,2
2019,CORNISH,Passenger - Standard,0,1,0,5,99,0,1,0,0,0,106
2019,CORNISH,Light Truck,0,25,0,18,94,0,0,0,0,0,137
2019,CORNISH,Heavy Truck,0,8,0,0,5,0,0,0,0,0,13
2019,COTTONWOOD HEIGHTS,Motorcycle - Standard,0,0,1,0,425,0,0,1,0,0,427
2019,COTTONWOOD HEIGHTS,Passenger - Standard,1,34,58,149,4739,179,6,0,14,0,5180
2019,COTTONWOOD HEIGHTS,Light Truck,2,792,4,471,4078,70,1,0,7,0,5425
2019,COTTONWOOD HEIGHTS,Heavy Truck,0,97,0,1,29,0,0,0,0,0,127
2019,COVE,Motorcycle - Standard,0,0,0,0,18,0,0,0,0,0,18
2019,COVE,Passenger - Standard,1,1,0,4,145,3,2,0,0,0,156
2019,COVE,Light Truck,0,40,0,26,156,1,0,0,0,0,223
2019,COVE,Heavy Truck,0,20,0,0,1,0,0,0,0,0,21
2019,CROYDON,Motorcycle - Standard,0,0,0,0,5,0,0,0,0,0,5
2019,CROYDON,Passenger - Standard,1,5,0,4,86,1,0,0,0,0,97
2019,CROYDON,Light Truck,0,66,0,14,69,0,0,0,0,0,149
2019,CROYDON,Heavy Truck,0,12,0,0,5,0,0,0,0,0,17
2019,DAMMERON VALLEY,Motorcycle - Standard,0,0,0,0,56,0,0,0,0,0,56
2019,DAMMERON VALLEY,Passenger - Standard,0,11,4,12,393,13,0,0,2,0,435
2019,DAMMERON VALLEY,Light Truck,1,153,1,52,395,4,0,0,0,0,606
2019,DAMMERON VALLEY,Heavy Truck,0,20,0,0,12,0,0,0,0,0,32
2019,DELTA,Motorcycle - Standard,0,0,0,0,136,0,0,0,0,0,136
2019,DELTA,Passenger - Standard,7,28,0,171,2461,29,0,0,2,0,2698
2019,DELTA,Light Truck,4,810,0,339,2130,3,3,0,1,0,3290
2019,DELTA,Heavy Truck,0,360,0,1,32,0,0,0,0,0,393
2019,DEWEYVILLE,Motorcycle - Standard,0,0,0,0,20,0,0,0,0,0,20
2019,DEWEYVILLE,Passenger - Standard,1,4,0,17,267,7,0,0,0,0,296
2019,DEWEYVILLE,Light Truck,1,87,0,27,231,2,0,0,0,0,348
2019,DEWEYVILLE,Heavy Truck,0,16,0,0,4,0,0,0,0,0,20
2019,DRAPER,Motorcycle - Standard,0,0,1,2,1428,0,0,2,0,0,1433
2019,DRAPER,Passenger - Low Speed,0,0,1,0,1,0,0,0,0,0,2
2019,DRAPER,Passenger - Standard,8,138,154,824,17704,1072,58,2,72,0,20032
2019,DRAPER,Light Truck,11,1982,27,2800,14901,206,10,0,26,0,19963
2019,DRAPER,Heavy Truck,1,844,0,55,205,0,0,0,0,0,1105
2019,DUCHESNE,Motorcycle - Standard,0,0,0,0,97,0,0,0,0,0,97
2019,DUCHESNE,Passenger - Standard,0,11,0,102,1354,14,0,0,1,0,1482
2019,DUCHESNE,Light Truck,5,526,0,228,1571,5,0,0,0,1,2336
2019,DUCHESNE,Heavy Truck,0,309,0,0,47,0,0,0,0,0,356
2019,DUCK CREEK VILLAGE,Motorcycle - Standard,0,0,0,0,27,0,0,1,0,0,28
2019,DUCK CREEK VILLAGE,Passenger - Standard,0,7,0,6,128,4,0,0,0,0,145
2019,DUCK CREEK VILLAGE,Light Truck,0,102,0,46,262,0,0,0,0,0,410
2019,DUCK CREEK VILLAGE,Heavy Truck,0,20,0,0,9,0,0,0,0,0,29
2019,DUGWAY,Motorcycle - Standard,0,0,0,0,23,0,0,0,0,0,23
2019,DUGWAY,Passenger - Standard,0,0,0,5,137,10,0,0,2,0,154
2019,DUGWAY,Light Truck,0,16,0,30,189,0,0,0,0,0,235
2019,DUGWAY,Heavy Truck,0,5,0,0,1,0,0,0,0,0,6
2019,DUTCH JOHN,Motorcycle - Standard,0,0,0,0,4,0,0,0,0,0,4
2019,DUTCH JOHN,Passenger - Standard,0,0,0,8,84,2,0,0,0,0,94
2019,DUTCH JOHN,Light Truck,0,33,0,20,128,0,0,0,0,0,181
2019,DUTCH JOHN,Heavy Truck,0,1,0,0,1,0,0,0,0,0,2
2019,EAGLE MOUNTAIN,Motorcycle - Standard,0,0,0,0,548,0,0,0,0,0,548
2019,EAGLE MOUNTAIN,Passenger - Standard,12,90,41,469,9808,347,22,0,39,0,10828
2019,EAGLE MOUNTAIN,Light Truck,7,1010,2,1315,6275,50,3,0,3,0,8665
2019,EAGLE MOUNTAIN,Heavy Truck,0,182,0,1,48,0,0,0,0,0,231
2019,EAST CARBON,Motorcycle - Standard,0,0,0,0,26,0,0,0,0,0,26
2019,EAST CARBON,Passenger - Standard,1,4,1,34,557,6,0,0,0,0,603
2019,EAST CARBON,Light Truck,1,78,0,48,440,1,0,0,0,0,568
2019,EAST CARBON,Heavy Truck,0,2,0,0,3,0,0,0,0,0,5
2019,EDEN,Motorcycle - Standard,0,0,0,0,182,0,0,0,0,0,182
2019,EDEN,Passenger - Standard,1,18,4,49,1231,35,3,0,0,0,1341
2019,EDEN,Light Truck,1,343,2,213,1399,15,1,0,1,0,1975
2019,EDEN,Heavy Truck,0,57,0,4,26,0,0,0,0,0,87
2019,ELBERTA,Motorcycle - Standard,0,0,0,0,2,0,0,0,0,0,2
2019,ELBERTA,Passenger - Standard,3,1,0,7,136,2,0,0,0,0,149
2019,ELBERTA,Light Truck,0,39,0,19,113,0,0,0,0,0,171
2019,ELBERTA,Heavy Truck,0,58,0,0,7,0,0,0,0,0,65
2019,ELK RIDGE,Motorcycle - Standard,0,0,0,0,103,0,0,0,0,0,103
2019,ELK RIDGE,Passenger - Standard,6,10,1,65,1339,38,2,0,9,0,1470
2019,ELK RIDGE,Light Truck,1,212,0,163,982,11,0,0,1,0,1370
2019,ELK RIDGE,Heavy Truck,0,35,0,2,17,0,1,0,0,0,55
2019,ELMO,Motorcycle - Standard,0,0,0,0,13,0,0,0,0,0,13
2019,ELMO,Passenger - Standard,2,4,0,25,314,4,0,0,0,0,349
2019,ELMO,Light Truck,0,134,0,29,228,0,0,0,0,0,391
2019,ELMO,Heavy Truck,0,12,0,0,2,0,0,0,0,0,14
2019,ELSINORE,Motorcycle - Standard,0,0,0,0,29,0,0,0,0,0,29
2019,ELSINORE,Passenger - Standard,0,4,1,27,546,4,0,0,0,0,582
2019,ELSINORE,Light Truck,2,118,0,63,491,0,2,0,0,0,676
2019,ELSINORE,Heavy Truck,0,20,0,0,10,0,0,0,0,0,30
2019,ELWOOD,Motorcycle - Standard,0,0,0,0,20,0,0,0,0,0,20
2019,ELWOOD,Passenger - Standard,3,4,1,15,258,5,1,0,3,0,290
2019,ELWOOD,Light Truck,1,96,0,27,200,1,0,0,0,0,325
2019,ELWOOD,Heavy Truck,0,23,0,0,5,0,0,0,0,0,28
2019,EMERY,Motorcycle - Standard,0,0,0,0,15,0,0,0,0,0,15
2019,EMERY,Passenger - Standard,0,4,0,16,158,1,0,0,0,0,179
2019,EMERY,Light Truck,0,73,0,19,162,0,0,0,0,0,254
2019,EMERY,Heavy Truck,0,20,0,0,2,0,0,0,0,0,22
2019,ENOCH,Motorcycle - Standard,0,0,0,0,147,0,0,0,0,0,147
2019,ENOCH,Passenger - Standard,7,19,1,113,2081,38,2,0,0,0,2261
2019,ENOCH,Light Truck,8,456,0,272,1769,2,3,0,0,0,2510
2019,ENOCH,Heavy Truck,0,44,0,1,25,0,0,0,0,0,70
2019,ENTERPRISE,Motorcycle - Standard,0,0,0,0,31,0,0,0,0,0,31
2019,ENTERPRISE,Passenger - Standard,6,13,0,52,782,15,4,0,0,0,872
2019,ENTERPRISE,Light Truck,0,284,0,96,754,1,1,0,0,0,1136
2019,ENTERPRISE,Heavy Truck,0,102,0,0,11,0,0,0,0,0,113
2019,EPHRAIM,Motorcycle - Standard,0,0,0,0,100,0,0,0,0,0,100
2019,EPHRAIM,Passenger - Low Speed,0,0,0,0,1,0,0,0,0,0,1
2019,EPHRAIM,Passenger - Standard,2,17,0,120,2081,31,2,0,1,0,2254
